2,50,
0.519722518,0.406180582,-1
0.24990739,0.551808206,1
0.424894685,0.102030199,-1
0.808888189,0.302231297,-1
0.567157051,0.260726765,1
0.940654474,0.378918219,-1
0.656379021,0.5096965,1
0.148165211,0.341863868,-1
0.20159406,0.066585565,-1
0.506910938,0.583646295,-1
0.409933035,0.163659055,-1
0.079184439,0.881702332,-1
0.395674109,0.126755713,-1
0.975751003,0.061926927,-1
0.816507204,0.128577988,-1
0.276189854,0.671887301,1
0.114233908,0.102541988,-1
0.586359147,0.844506965,-1
0.449444434,0.205108953,1
0.102792483,0.736303647,-1
0.283084527,0.384471181,1
0.782829506,0.37990752,1
0.918516096,0.957903625,-1
0.958708953,0.691956745,-1
0.683162229,0.547576355,1
0.670740332,0.552130316,1
0.373994398,0.210310499,1
0.846083099,0.593438822,-1
0.214168834,0.563449217,1
0.671005848,0.159759988,-1
0.512222836,0.751803246,1
0.128647738,0.660757652,-1
0.521783582,0.647888944,1
0.988883997,0.041066129,-1
0.129127722,0.37468461,-1
0.86548111,0.101305142,-1
0.455100066,0.749073837,1
0.565130953,0.362411544,1
0.292648259,0.309882273,1
0.371620935,0.900527576,-1
0.656935054,0.97048776,-1
0.624442483,0.860955667,-1
0.466668652,0.364159771,1
0.57980833,0.508935479,-1
0.384062095,0.085161234,-1
0.671821405,0.169348614,-1
0.712806472,0.683683993,1
0.764106993,0.506109508,1
0.10643497,0.50916941,-1
0.168838495,0.374187466,-1
